"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL121"	"ROSIGLITAZONE"	"4.0"	"357.44"	"0"	"2.49"	"Rosiglitazone"	"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1"	"EC50"	"'='"	"43.0"	"nM"	"7.37"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL761655"	"Maximal reporter activity against human Peroxisome proliferator activated receptor gamma Gal4 chimeric in transiently transfected CV-1 cells by functional assay."	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133869"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3308033"	""	""	""	"43.0"
"CHEMBL3736075"	""	"None"	"560.69"	"2"	"7.39"	"52"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)O)c3)cc12"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL3738480"	"Transactivation of human PPARgamma in HEK293T cells after 18 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK-293T"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3734690"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2015"	"CHEMBL3706569"	""	""	""	""
"CHEMBL3695916"	""	"None"	"558.72"	"2"	"8.68"	"55"	"CC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1cccc(C(C)C)c1"	"EC50"	"'='"	"100.0"	"nM"	"7.00"	""	""	"UO_0000065"	"12.53"	"0.23"	"-1.68"	"9.81"	"0"	"CHEMBL3738480"	"Transactivation of human PPARgamma in HEK293T cells after 18 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK-293T"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3734690"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2015"	"CHEMBL3706569"	""	""	""	"100.0"
"CHEMBL249865"	""	"None"	"482.52"	"1"	"5.56"	"(R)-(-)-35"	"CCN(C(=O)Nc1ccc(OC(F)(F)F)cc1)[C@@H]1Cc2ccc(SC(C)(C)C(=O)O)cc2C1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL944031"	"Agonist activity at PPARgamma expressed in HEK293 cells by GAL4 transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141364"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3307715"	""	""	""	"10.0"
"CHEMBL106666"	"GW7845"	"None"	"500.55"	"2"	"5.17"	"GW-7845"	"COC(=O)c1ccccc1N[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O"	"EC50"	"'='"	"0.71"	"nM"	"9.15"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL761655"	"Maximal reporter activity against human Peroxisome proliferator activated receptor gamma Gal4 chimeric in transiently transfected CV-1 cells by functional assay."	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133869"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3308033"	""	""	""	"0.71"
"CHEMBL3736075"	""	"None"	"560.69"	"2"	"7.39"	"52"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)O)c3)cc12"	"IC50"	"'='"	"17.0"	"nM"	"7.77"	""	""	"UO_0000065"	"13.86"	"0.25"	"0.38"	"8.49"	"0"	"CHEMBL3738479"	"Binding affinity to GST-tagged PPAR-gamma-LBD (unknown origin) after 2 hrs by Lantha screen assay using fluormone Pan-PPAR green probe"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3734690"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2015"	"None"	""	""	""	"17.0"
"CHEMBL426483"	""	"None"	"427.39"	"0"	"4.44"	"18"	"CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(F)c(C(F)(F)F)c2)c1)C(=O)O"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL865192"	"Agonist activity at PPARgamma transfected in HEK293 cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149404"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"CHEMBL3307715"	""	""	""	"10000.0"
"CHEMBL118939"	""	"None"	"409.40"	"0"	"4.30"	"17"	"CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(C(F)(F)F)cc2)c1)C(=O)O"	"EC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL865192"	"Agonist activity at PPARgamma transfected in HEK293 cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149404"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"CHEMBL3307715"	""	""	""	"2000.0"
"CHEMBL81592"	""	"None"	"457.53"	"1"	"5.74"	"10"	"Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1"	"IC50"	"'='"	"491.0"	"nM"	"6.31"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760384"	"Displacement of PPARgamma agonist from human PPAR gamma receptor"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148303"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""	"491.0"
"CHEMBL306229"	""	"None"	"384.43"	"0"	"3.38"	"SB-213068"	"CCOC(Cc1ccc(OCCN(C)c2nc3ccccc3o2)cc1)C(=O)O"	"EC50"	"'='"	"66.0"	"nM"	"7.18"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL701905"	"Agonist activity for Human PPAR gamma receptor in transcriptional activation assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133093"	"1"	"Scientific Literature"	"J Med Chem"	"2000"	"None"	""	""	""	"0.066"
"CHEMBL257164"	""	"None"	"534.65"	"2"	"6.02"	"(+/-)-22a"	"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1"	"EC50"	"'='"	"263.0"	"nM"	"6.58"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL935698"	"Agonist activity at human PPARgamma expressed in HEK293 cells assessed as luciferase activity by GAL4 transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145588"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3307715"	""	""	""	"0.263"
"CHEMBL4096447"	""	"None"	"476.58"	"1"	"7.08"	"36"	"CCCc1nc2ccc(-c3ccc(OC)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1"	"EC50"	"'='"	"1010.0"	"nM"	"6.00"	""	""	"UO_0000065"	"12.58"	"0.23"	"-1.08"	"9.32"	"0"	"CHEMBL3995262"	"Transactivation of Gal4 fused human PPARgamma LBD expressed in African green monkey COS7 cells after 42 hrs by dual luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3994588"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2017"	"None"	""	""	""	"1.01"
"CHEMBL262981"	""	"None"	"414.43"	"0"	"3.92"	"2c"	"CC(C)OC(Cc1ccc(OCCc2noc(-c3ccc(F)cc3)n2)cc1)C(=O)O"	"EC50"	"'='"	"40.0"	"nM"	"7.40"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760853"	"Agonist activity against human Peroxisome proliferator activated receptor gamma receptor in CV-1 cell was determined"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133944"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3308033"	""	""	""	"40.0"
"CHEMBL478675"	""	"None"	"395.50"	"0"	"3.89"	"5a"	"CCOC(Cc1ccc(OCCN2CC=C(c3ccccc3)CC2)cc1)C(=O)O"	"EC50"	"'='"	"2150.0"	"nM"	"5.67"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL986147"	"Agonist activity at human PPARgamma expressed in african green monkey CV-1 co-transfected with GAL4 by by dual-glo luciferase reporter gene assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144193"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""	""	""	"2.15"
"CHEMBL443218"	""	"None"	"607.63"	"2"	"7.08"	"20"	"CC(C)(Oc1cccc(CCCN(C(=O)Cc2ccc(C(F)(F)F)cc2)c2cccc(-c3ncon3)c2C2CC2)c1)C(=O)O"	"EC50"	"'='"	"81.0"	"nM"	"7.09"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760857"	"Agonistic transcriptional activity in CV-1 cells expressing Gal4-PPAR gamma chimera"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133842"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3308033"	""	""	""	"81.0"
"CHEMBL332465"	""	"None"	"423.43"	"0"	"4.69"	"21"	"CCCC(Cc1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1)C(=O)O"	"EC50"	""	""	"nM"	""	""	"Not Active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL761654"	"Inhibition of transcriptional activation of human Peroxisome proliferator activated receptor gamma in CHO-K1 cells;ia means inactive at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135098"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"CHEMBL3307512"	""	""	""	""
"CHEMBL149780"	""	"None"	"541.63"	"2"	"5.74"	"45"	"CN(CCOc1ccc(CC(Nc2cscc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1"	"EC50"	"'='"	"1.445"	"nM"	"8.84"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL758982"	"-log concentration required to induce 50% maximum lipogenic activity against Peroxisome proliferator activated receptor gamma"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1131297"	"1"	"Scientific Literature"	"J Med Chem"	"1998"	"None"	""	""	""	"-8.84"
"CHEMBL498401"	""	"None"	"544.97"	"1"	"3.50"	"14"	"O=C(O)COc1cccc2c1CCN(S(=O)(=O)c1cccc(C(=O)Nc3ccc(Cl)cc3C(=O)O)c1)C2"	"IC50"	"'='"	"7943.28"	"nM"	"5.10"	""	""	"UO_0000065"	"9.36"	"0.19"	"1.60"	"3.39"	"0"	"CHEMBL1001153"	"Displacement of radiolabeled ligand from human PPARgamma by competition-binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141686"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""	""	""	"5.1"
"CHEMBL522577"	""	"None"	"498.94"	"0"	"4.80"	"36"	"COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)Nc3ccc(Cl)cc3C(=O)O)c2)c1C"	"IC50"	"'='"	"3162.28"	"nM"	"5.50"	""	""	"UO_0000065"	"11.02"	"0.22"	"0.70"	"4.80"	"0"	"CHEMBL1001153"	"Displacement of radiolabeled ligand from human PPARgamma by competition-binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141686"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""	""	""	"5.5"
"CHEMBL485537"	""	"None"	"451.54"	"1"	"5.52"	"rac-2Ba"	"CCOC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O"	"IC50"	"'='"	"7.0"	"nM"	"8.15"	""	""	"UO_0000065"	"18.06"	"0.35"	"2.63"	"9.97"	"0"	"CHEMBL983195"	"Displacement of radio labeled 2(S)-(2-benzoyl-phenylamino)-3-{4-[1,1-ditritio-2-(5-methyl-2-phenyl-oxazol-4-yl)-ethoxy]-phenyl}-propionic acid from GST-fused human PPARgamma expressed in Escherichia coli BL21 cells by scintillation proximity assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BL21"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138459"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"0.007"
"CHEMBL519802"	""	"None"	"467.54"	"1"	"5.14"	"rac-2Ag"	"COc1ccccc1-c1nc(CCOc2ccc(CC(OC)C(=O)O)c3sccc23)c(C)o1"	"IC50"	"'='"	"916.0"	"nM"	"6.04"	""	""	"UO_0000065"	"12.91"	"0.25"	"0.90"	"6.63"	"0"	"CHEMBL983195"	"Displacement of radio labeled 2(S)-(2-benzoyl-phenylamino)-3-{4-[1,1-ditritio-2-(5-methyl-2-phenyl-oxazol-4-yl)-ethoxy]-phenyl}-propionic acid from GST-fused human PPARgamma expressed in Escherichia coli BL21 cells by scintillation proximity assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BL21"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138459"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"0.916"
"CHEMBL484000"	""	"None"	"519.54"	"2"	"6.54"	"(S)-2Bb"	"CCO[C@@H](Cc1ccc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c2ccsc12)C(=O)O"	"IC50"	"'='"	"17.0"	"nM"	"7.77"	""	""	"UO_0000065"	"14.95"	"0.29"	"1.23"	"9.50"	"0"	"CHEMBL983195"	"Displacement of radio labeled 2(S)-(2-benzoyl-phenylamino)-3-{4-[1,1-ditritio-2-(5-methyl-2-phenyl-oxazol-4-yl)-ethoxy]-phenyl}-propionic acid from GST-fused human PPARgamma expressed in Escherichia coli BL21 cells by scintillation proximity assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BL21"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138459"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"0.017"
"CHEMBL485188"	""	"None"	"519.66"	"2"	"7.03"	"(S)-2Gd"	"Cc1oc(-c2ccc(C(C)C)cc2)nc1CCOc1ccc(C[C@H](OCC2CC2)C(=O)O)c2sccc12"	"IC50"	"'='"	"5.0"	"nM"	"8.30"	""	""	"UO_0000065"	"15.97"	"0.31"	"1.27"	"10.15"	"0"	"CHEMBL983195"	"Displacement of radio labeled 2(S)-(2-benzoyl-phenylamino)-3-{4-[1,1-ditritio-2-(5-methyl-2-phenyl-oxazol-4-yl)-ethoxy]-phenyl}-propionic acid from GST-fused human PPARgamma expressed in Escherichia coli BL21 cells by scintillation proximity assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BL21"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138459"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"0.005"
"CHEMBL266742"	""	"None"	"680.81"	"2"	"7.30"	"2i"	"Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](CNC(=O)COc2cccc(N)c2)Nc2ccccc2C(=O)c2ccccc2)cc1"	"EC50"	"'<'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL889303"	"Transactivation of human PPARgamma in CV-1 cells by GAL4 reporter assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145377"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3308033"	""	""	""	"-5.0"
"CHEMBL395527"	""	"None"	"601.75"	"2"	"7.44"	"2s"	"CCCC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)Nc1ccccc1C(=O)c1ccccc1"	"IC50"	"'='"	"2511.89"	"nM"	"5.60"	""	""	"UO_0000065"	"9.31"	"0.17"	"-1.84"	"5.99"	"0"	"CHEMBL889305"	"Inhibition of BRL-49653 stimulated human PPARgamma transactivation in CV-1 cells by GAL4 reporter assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145377"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3308033"	""	""	""	"-5.6"
"CHEMBL1090549"	""	"None"	"536.49"	"1"	"2.59"	"7"	"COc1ccc(CNC(=O)N2C(=O)c3c(cc(O)c4c3OC3=CC(O)=C(C(C)=O)C(=O)[C@]34C)OC2OC)cc1"	"EC50"	"'='"	"1700.0"	"nM"	"5.77"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1116167"	"Agonist activity at PPARgamma assessed as transcriptional activation"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156945"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""	""	"1.7"
"CHEMBL1090870"	""	"None"	"551.46"	"2"	"2.49"	"9"	"COC1Oc2cc(O)c3c(c2C(=O)N1C(=O)NCc1cccc([N+](=O)[O-])c1)OC1=CC(O)=C(C(C)=O)C(=O)[C@]13C"	"EC50"	"'='"	"2400.0"	"nM"	"5.62"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1116167"	"Agonist activity at PPARgamma assessed as transcriptional activation"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156945"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""	""	"2.4"
"CHEMBL1098368"	""	"None"	"296.32"	"0"	"2.97"	"14"	"O=C(O)C1C(c2ccccc2)C(C(=O)O)C1c1ccccc1"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL1112867"	"Agonist activity at human PPARgamma at 10 uM by Gal4 transactivation assay relative to pioglitazone"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157895"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""	""	""
"CHEMBL387588"	""	"None"	"388.46"	"0"	"4.34"	"11s,e/z"	"CCO/N=C(\C)C(Cc1ccc(OCc2nc(C(C)C)oc2C)cc1)C(=O)O"	"EC50"	"'='"	"48.0"	"nM"	"7.32"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL906214"	"Agonist activity at human PPARgamma in HepG2 cells by PPAR-GAL4 transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143807"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3307718"	""	""	""	"48.0"
"CHEMBL1946570"	""	"None"	"566.32"	"2"	"6.16"	"32"	"C[C@@H](Oc1cc(Cn2c(=O)n(-c3noc4cc(Cl)ccc34)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O"	"EC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1947838"	"Partial agonist activity at human PPARgamma LBD assessed as activation of PBP by HTRF assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1944523"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""	""	""	"50.0"
"CHEMBL234819"	""	"None"	"477.63"	"1"	"5.48"	"(S)-9a"	"CCO[C@@H](Cc1ccc(CCC(OC(=S)NCc2ccccc2)c2ccccc2)cc1)C(=O)O"	"EC50"	"'='"	"580.0"	"nM"	"6.24"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL896461"	"Agonist activity at human PPARgamma in CV1 cells by GAL4 transactivation assay after 24 hrs"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148890"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3308033"	""	""	""	"0.58"
"CHEMBL234168"	""	"None"	"417.34"	"1"	"5.31"	"10f"	"O=C(O)Cc1coc2cc(OCc3cc(-c4ccc(C(F)(F)F)cc4)on3)ccc12"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL896468"	"Displacement of [3H]5-(4-(3-(5-methyl-2-phenyloxazol-4-yl)propanoyl)benzyl)thiazolidine-2,4-dione from human PPARgamma after 2 hrs by SPA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149526"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"10000.0"
"CHEMBL190968"	""	"None"	"432.94"	"1"	"5.65"	"34 (racemic)"	"CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(C(C)(C)C)cc3Cl)ccc2O1"	"IC50"	"'='"	"4330.0"	"nM"	"5.36"	""	""	"UO_0000065"	"12.39"	"0.24"	"-0.29"	"8.25"	"0"	"CHEMBL830065"	"In vitro binding affinity for PPAR-gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144356"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"4.33"
